Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Estonia,EST,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7020344532,7150623927,7698211589,8263331718,8968747599,9355813692,9424553440,9829448406,10384124256,11201515456,12086442106,12884718022,13888635335,15413037951,16714635025,16260972897,14283612481,14105297932,14531271643,15115553147,15615424577,16105950206,16810541633,17361311622
Ethiopia,ETH,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,65356793089,67196115233,72687429080,76914819902,78838541789,82112067284,84547738690,85099608481,87260154149,91870936846,94680455530,96693580704,101085000000,104268000000,107647000000,112103000000,116609000000,121964000000,127668000000,133052000000,134452000000,132156000000,126977000000,123161000000,125481000000,130997000000,135245000000,139841000000,145356000000,149566000000,152194000000,156293000000,160319000000,165709000000,170632000000,175482000000,181067000000,186213000000,189866000000,187190000000,191052000000,194841000000,195594000000,195648000000,196368000000,198445000000,201497000000
Fiji,FJI,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,780218000000,825193000000,866094000000,916205000000,946191000000,972815000000,1021670000000,1049240000000,1097270000000,1134510000000,1154150000000,1180050000000,1222040000000,1238580000000,1252070000000,1279250000000,1322430000000,1364090000000,1410200000000,1448240000000,1488140000000,1509590000000,1535960000000,1551070000000,1571230000000,1590640000000,1623520000000,1635590000000,1678520000000,1727750000000,1781910000000,1819720000000,1856150000000,1886500000000,1925310000000,1966680000000,2005130000000,2051180000000,2064400000000,2081900000000,2116700000000,2130280000000,2137210000000,2154000000000,2171990000000,2204710000000,2244560000000
Faroe Islands,FRO,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935429382,,,,,,
"Micronesia, Fed. Sts.",FSM,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Final consumption expenditure (constant 2010 US$),628144181.9,699171041.9,765758780.4,961082733.6,1027670471,1156406722,1072303535,1346298955,1378118190,1444766990,1524355527,1652305214,1866366531,2022793007,1843654930,2157968339,2476301199,2757475426,3206176457,2951239367,3185755602,3583868604,3361180796,4106312085,3984536343,3804853255,4322187264,3584294394,3266229781,3960692142,3841471136,3813062900,3797280288,3754718097,3465680170,3510935740,3443547561,3445122625,4217843751,4131272997,4185148773,4364436161,4466608368,4490805970,4585728011,4821144243,5162567387,5375424882,5578990075,5882235961,6336380672,6855120663,7272441847,7953540832,8289074467,8189003782,8358605728
United Kingdom,GBR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,785779000000,811188000000,859481000000,903498000000,896183000000,908666000000,916027000000,910296000000,950284000000,984638000000,988225000000,989994000000,999809000000,1035120000000,1056060000000,1085220000000,1141210000000,1187830000000,1257490000000,1293730000000,1310090000000,1299010000000,1316800000000,1357500000000,1397270000000,1424680000000,1469390000000,1526570000000,1584000000000,1655780000000,1730630000000,1794400000000,1863020000000,1934650000000,2000730000000,2057250000000,2093260000000,2144960000000,2144210000000,2097310000000,2107320000000,2101200000000,2136880000000,2163730000000,2211080000000,2258080000000,2314040000000
Georgia,GEO,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11199440947,,,,,,
Ghana,GHA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22721606959,23788285160,26425231667,26583961388,28391194969,34019407964,31611285603,33941879907,35736847684,35324686145,
Gibraltar,GIB,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006884894,4435169552,4739159759,4563011345,4622814989,4958348763,5195687011,5444179206,5500407127,5585063887,5649965025
"Gambia, The",GMB,Final consumption expenditure (constant 2010 US$),,,,,,,263792210.8,263792210.8,281331314.4,289920753.8,300582584.3,280982705.8,294018983.4,328511430.9,333448097.8,339771133.3,321842634.8,363826723.5,436090627.8,516143204.7,528155278.2,481428570.6,434665873.5,371935440.3,325800618.8,326744813,367978860.7,370381806.4,384437149.3,406808883.1,424367260.8,439204579.3,458507299.2,491378710.7,485721146.6,516720578.2,479520013.1,508808867,531572707.7,539769272.3,600760115.8,676905153.8,705900452.1,630241429.1,669756973.7,749008116.6,778697349.6,777559353.3,814059642.4,821270441.1,917760566.9,819107507.8,881525694.9,927864385.7,1037305478,1074725158,1072616269
Guinea-Bissau,GNB,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811382436,867632946,870266484.7,920660559.6,971228804.4,963708151.1,842682721.3,949496271.4,1027992859,1147798365
Equatorial Guinea,GNQ,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,313849050.6,313036708.1,226031369.3,151795929.2,197905244.2,195007195.5,207775110.6,241642314.1,260717070.3,232466658.8,189062393.2,240216619.5,268195550.3,251425015.2,172659968.4,391996424.1,731067883,928569932.7,1629569118,1246971286,936054114.3,1414909623,3079725149,3473005667,5950743871,2463334891,3848394431,4320537488,4932755407,5209251493,5719982959,6312027241,6722050419,8124098222,7949539815,7986081706,8134941465
Greece,GRC,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,83467866296,87912793040,93139844210,98904155313,100270000000,108652000000,114725000000,124293000000,133024000000,140681000000,141252000000,142344000000,145576000000,149060000000,150313000000,152096000000,149966000000,153197000000,158843000000,168564000000,172346000000,175944000000,178308000000,177956000000,180477000000,185971000000,191946000000,197497000000,205698000000,212923000000,218797000000,227261000000,237633000000,247579000000,256773000000,265569000000,275437000000,287532000000,293748000000,291394000000,274145000000,249234000000,230437000000,222396000000,222434000000,222079000000,223518000000
Grenada,GRD,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797104296.3,,,,,,
Greenland,GRL,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972422254,2067850856,2108372895,2170765100,2205704024,2215874540,2273448196,2270709980,2285876851,2279084654,2282889707,2255294180,2253640582,
Guatemala,GTM,Final consumption expenditure (constant 2010 US$),5977350508,6241465285,6511140308,6900608299,7273424272,7505039815,7782656909,8174050992,8517706843,9053894711,9614575830,10064958136,10751506796,11314557492,11741888352,12146332621,13000835097,14027588437,14743426926,15394697350,16020354765,16279520587,15815578039,15614584623,15811889497,15730658675,15922471358,16589194223,17284442596,17817146342,18151222711,18847963173,19850963026,20784026198,21751841013,22808641048,23386194851,24368792639,25600785430,26615279134,27666733328,28759252280,29620697230,30599725716,31458593214,32730171696,34292724788,36229345955,38020249752,38417994904,39918959505,41393547321,42813078835,44487795265,46322996440,48704094393,50410599800
Guam,GUM,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314995693,,,,,,
"Hong Kong SAR, China",HKG,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,22262714852,22242850830,23154564267,24839394446,28640532951,33181380526,36310866807,40443937624,44342703279,46693091039,50225049481,53037050011,55185073053,59703912195,65366964115,70972229791,73830278734,78348553557,85473981189,93403450233,100016000000,106161000000,108131000000,112211000000,118007000000,112590000000,114165000000,118970000000,121491000000,120941000000,119804000000,127228000000,130534000000,137494000000,148324000000,151166000000,151873000000,160583000000,172782000000,179751000000,187619000000,193811000000,202551000000,206624000000
Honduras,HND,Final consumption expenditure (constant 2010 US$),2146377309,2239660096,2316378590,2460225994,2652545587,2738155620,2839633486,2892987656,3102220131,3158015457,3328539802,3264026567,3461053708,3741774052,3743517765,3909159807,4529883258,5107015817,5218606588,5201170546,5637071526,5682405231,5746918584,5659738609,6048562064,6109588089,6498411876,6641387403,6852363589,7185391825,7049390719,7248161573,7502727742,7691036974,7675344537,7766011937,8172271659,8391965755,8867969624,8901098103,9603770490,10068191221,10472309799,10922136468,11472677147,12250345949,13217127695,14160338531,14615932208,14796132502,15212769448,15641272094,16259936231,16856591580,17147392185,17673206414,18397591908
Croatia,HRV,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33795882066,34007958603,37231711186,37230971335,36665780393,37178245798,37908509967,40763073772,42184866461,43787104092,45418515824,47109642106,50090305547,50504435158,47904328429,47179039960,47258137013,46064637996,45492423481,44862845617,45236619880,46537069025
Haiti,HTI,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105633316,5257430561,5422638823,5878740107,6747767404,6640283440,6558220781,6610387617,6403062055,6739906614,6821277494,7083105598,7095253911,7218974883,8211939588,7983039804,7569357792,7774280644,7959062871,8025239205,8122106013
Hungary,HUN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76168022016,76635925181,80806499670,78958325766,73821925620,71881905609,72735836165,75262613005,79179931287,81304435611,84733649300,90819374111,97512416715,99579842232,102529000000,104048000000,102804000000,102842000000,98364535340,96328530495,96896538290,95008713781,96250379818,99176577610,101870000000,105502000000
Indonesia,IDN,Final consumption expenditure (constant 2010 US$),36730211633,38829966249,40230437385,38820259122,39796762161,39344235828,40144935781,42746785529,46833441190,49482955563,51577923448,54073234736,57186658857,60829154282,67221124465,71952823631,76529907083,82649166529,89667944230,101846000000,114507000000,132507000000,137892000000,146499000000,152230000000,155201000000,158732000000,163166000000,170358000000,179022000000,194851000000,208999000000,215878000000,226595000000,242537000000,269320000000,293132000000,313372000000,290855000000,303177000000,309425000000,321515000000,336943000000,352405000000,369499000000,385279000000,400504000000,419988000000,445102000000,473067000000,492496000000,517728000000,545576000000,576413000000,603571000000,633208000000,660710000000
Isle of Man,IMN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Final consumption expenditure (constant 2010 US$),118403000000,120888000000,124102000000,130676000000,138294000000,139676000000,141552000000,149127000000,153438000000,160044000000,166534000000,171264000000,172471000000,176159000000,175258000000,186015000000,190941000000,205383000000,218252000000,215605000000,233786000000,243911000000,248993000000,267214000000,276514000000,290455000000,302224000000,314756000000,334027000000,350801000000,365883000000,372458000000,382557000000,400117000000,417407000000,443897000000,476281000000,496381000000,533142000000,551895000000,568903000000,599276000000,613444000000,646670000000,678892000000,737844000000,794962000000,869617000000,936475000000,1015040000000,1098380000000,1195840000000,1251680000000,1329760000000,1419080000000,1499600000000,1657160000000
Ireland,IRL,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,35604799197,37202579563,39331734384,42113645044,43414249461,44643006368,45879384808,48406673144,52666243507,55020507310,56203307615,56950072822,54503548420,54775858962,55451823881,57565567700,58821186716,59445169432,60643863891,63449217128,64928879096,66235230854,68160415435,69683336550,72684558258,75263020632,80004497932,85198519413,91673596940,99365687304,109250000000,115908000000,121161000000,124666000000,128479000000,136616000000,145158000000,154845000000,155371000000,147733000000,146180000000,144691000000,142259000000,141390000000,144981000000,150376000000,155703000000
"Iran, Islamic Rep.",IRN,Final consumption expenditure (constant 2010 US$),21491632073,22479998354,22826833540,22423588874,23437148218,25896415238,28736881974,30350611709,32494347414,37888344966,40536630669,51034465137,48483613853,56485773644,70685937576,86466365667,67551471490,83351569654,78904505480,102377000000,89028059507,95439786838,111258000000,116732000000,115949000000,129412000000,111837000000,102927000000,108522000000,111909000000,126162000000,139344000000,145116000000,145233000000,135208000000,133173000000,136108000000,143314000000,147951000000,149049000000,161918000000,169728000000,182448000000,189330000000,200172000000,218945000000,233861000000,258183000000,256177000000,257578000000,265417000000,282185000000,277469000000,255969000000,263770000000,,
Iraq,IRQ,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87766724530,,,,,,
Iceland,ISL,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,2494134505,2874817879,3122297030,3308029331,3635528400,3422105709,3604506438,3981359977,4322647070,4468696868,4607732645,4906898379,5161869763,5004047654,5147342650,5395451716,5773322709,6557693461,6447939483,6303165948,6574422919,6753445387,6557228726,6350399972,6529442190,6640436373,6910816868,7252269845,7888672367,8422232614,8784376800,8695852939,8768132089,9198580135,9726312408,10646494334,11061654682,11714081066,11299141567,10207985280,10066482064,10230340162,10308410479,10412860047,10673499326,11021521412,11590564820
Israel,ISR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108587000000,115090000000,119196000000,124909000000,129299000000,137458000000,142731000000,146617000000,145435000000,150112000000,154656000000,161805000000,172421000000,175193000000,177965000000,185347000000,191385000000,197344000000,204659000000,213028000000,221568000000,233895000000
Italy,ITA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,750989000000,780675000000,810145000000,852326000000,879221000000,888501000000,928041000000,956678000000,985053000000,1042010000000,1096580000000,1118490000000,1134610000000,1142900000000,1172860000000,1206420000000,1250770000000,1299610000000,1352250000000,1394150000000,1423690000000,1458950000000,1481210000000,1441820000000,1451870000000,1457200000000,1472350000000,1511230000000,1552870000000,1588540000000,1628290000000,1651750000000,1656750000000,1672480000000,1688870000000,1707990000000,1725020000000,1741620000000,1731430000000,1712660000000,1730470000000,1722430000000,1665100000000,1632810000000,1633190000000,1649720000000,1669270000000
Jamaica,JAM,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14175782215,14574951096,13065035337,12933508812,13317077410,13210128055,13074970431,12974829389,12873763763,13030136427
Jordan,JOR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,5162126945,5692888769,6926537704,8768366456,9211773801,9684302880,10249563605,10307522768,11528439693,11939127001,11506665846,12385121206,12019292700,11554147154,10164824678,8985844093,10847500316,10901835383,11364098460,11601132595,12413960953,13220001051,13868470498,14213941468,15777130709,16447172295,16460585652,16669301411,17862362789,19827833059,21270109360,23233622822,25854431948,26987050766,25567302113,25922708409,27053915264,27805699414,27547167043,29620355126,30006232520
Japan,JPN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,1412760000000,1497240000000,1619560000000,1751380000000,1748760000000,1852570000000,1911300000000,1989060000000,2093340000000,2219520000000,2252220000000,2309170000000,2414420000000,2505830000000,2581020000000,2673060000000,2770720000000,2889060000000,3030660000000,3165270000000,3317630000000,3402650000000,3478250000000,3528970000000,3618710000000,3719840000000,3799110000000,3831900000000,3825070000000,3889710000000,3971780000000,4061370000000,4123770000000,4162970000000,4216160000000,4263670000000,4297640000000,4340140000000,4305960000000,4304530000000,4402870000000,4411620000000,4497140000000,4593640000000,4570760000000,4576220000000,
Kazakhstan,KAZ,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66214835514,64094537776,63645447261,56201221622,44845558572,36412646140,33974098705,34315153141,33355592580,35466532629,36707861271,40554893295,40879332441,45498697006,51550023709,57065876245,63680418936,70926717749,75285272972,75835907702,83191990092,93091836913,103146000000,112326000000,115471000000,117665000000,
Kenya,KEN,Final consumption expenditure (constant 2010 US$),4057672604,4135269647,4438328651,4466873193,4896727511,5169722095,5557082216,5862827086,5686313296,5964513021,5550586307,7676767586,8619028102,8209140509,9334660568,9391936980,9150297554,10005321366,11456198937,11961463941,12253113526,11747140637,11990528963,11918366094,12631916535,11999648216,13930515050,14966737202,16020531612,16821318761,16937620487,17465204762,17666369689,17762684009,19295926355,21760748448,22333179467,23006265521,24016601129,24719466046,24546157246,25507035867,25756178713,26488508482,27045069685,28458885344,30736756915,32491592429,32483487044,34187419171,36527225961,38695370869,40990539304,44257179292,45967324243,48859511089,51358084235
Kyrgyz Republic,KGZ,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070492581,5065060350,4412408836,3896272631,3131230276,2628815521,2793690789,2570377738,2952671631,2983652877,2900170344,2942623599,3050212406,3639845224,3895142917,4145511058,4826543555,4951975672,5502885076,4819662799,4924889534,5336482593,5868421044,6276928815,6438873488,6320427054,
Cambodia,KHM,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075251305,3313161412,3513305162,3872404487,3810476416,4167049407,4443002291,4681364125,4804714556,5223434577,5627563001,6251330586,6985692454,7434887760,7953518956,8925053121,9034356343,9852339797,10857976844,11370963859,12021456435,12541347442,13269718164,14153955315
Kiribati,KIR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611027370.4,,,,,,
"Korea, Rep.",KOR,Final consumption expenditure (constant 2010 US$),32404397346,33083228307,36049118515,37677103544,40527740318,43303052348,46361480925,50454586739,55784608252,61749795210,68024524657,74371508078,78676471224,85041360274,91269664836,96485220071,103415000000,109311000000,117973000000,127709000000,129758000000,136827000000,145752000000,157654000000,168835000000,179876000000,195073000000,211088000000,230302000000,255254000000,280950000000,303901000000,324497000000,345386000000,372869000000,407471000000,438217000000,454846000000,412596000000,455505000000,489988000000,518281000000,561219000000,562601000000,568565000000,593817000000,624411000000,657492000000,671642000000,680182000000,709150000000,728629000000,744994000000,761318000000,776870000000,795400000000,818509000000
Kuwait,KWT,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53118632240,55545359386,61295184927,64721912073,66427076064,67285415213,
Lao PDR,LAO,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530602187,,,,,,
Lebanon,LBN,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22125829427,23203483740,23659800481,23089941708,23684037635,23961051245,24259626934,26513601225,26292079572,27122312133,28302138757,27473078829,28150894976,29985778554,32000000000,36065008292,38301824212,38409286899,39750910471,40520403571,39989706781,42354405810,44265548911
Liberia,LBR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337175309,1753681459,1939804806,1568035804,1062731411,1410075479,1721777703,1847580416,1951381087,1897080597,1990595900,2022019316,2004359759,2076584258,2148234822,2525316701,2346513683
Libya,LBY,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071971815,,,,,,
Liechtenstein,LIE,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Final consumption expenditure (constant 2010 US$),4822674591,4572288310,4960242064,4748919239,4980137169,4968239855,5397773132,5438214020,5943125660,6437384887,6280659896,6249585824,5996320680,6568431343,6614532950,6735188262,6922971402,7526025830,8014918380,8185553030,8742850509,11776141376,12139868630,12912013746,14034770108,14931892707,14769386660,15265232389,15455541707,16396430476,15480364761,16537995817,17363845297,18605118583,19926859942,20530295429,21090949298,22587823334,24192411247,25520668667,26729814988,26815349409,28495442813,30774097233,31930414586,32748910580,34989470157,36487181461,39311810368,40293638086,43625939176,47366352834,48610801799,52016300430,54034953500,58773797257,59297666376
Lesotho,LSO,Final consumption expenditure (constant 2010 US$),5325278.691,5688365.874,6535569.302,7400062.596,7987918.036,8558483.61,9492136.367,9739381.449,9922654.028,10290928.17,10737006.71,12569732.49,15249661.7,20246432.94,26712842.78,32781585.71,41391938.91,51368191.52,59442558.89,71286117.02,88351093.61,105476377.3,115862676.3,137148593.3,157215816.8,178390577.2,204757155.8,233733293.9,295553901,339940997.9,362365936.7,452605429.5,506996442.8,564755539.3,613496691.3,681062755.4,754695297.4,926888114.7,1287057616,1363997519,1466007728,1515110947,1792959092,1911740470,2022741409,2202132188,2398230147,2745602467,2870105022,2931244669,3109599519,3265845285,3437900898,3572531637,3660720947,3685917892,
Lithuania,LTU,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17264436330,18058357935,19017039399,19940648249,20377879965,21439356633,22183804892,23334950394,25525196148,27900961584,30628522102,32938550525,36231970730,37345960827,32201149131,31135793489,32202969685,33064159073,34230344209,35416573715,36636225733,38365732826
Luxembourg,LUX,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,7169186928,7522948912,7874244155,8281380974,8638620764,9052240376,9328910261,9556493267,9811467887,10127096115,10418510155,10591224243,10660527799,10749159210,10923651735,11221486718,11671522440,12350800671,13036100399,13772374046,14388681854,15286792885,15143533865,15582413297,16081182277,17144085218,17678720936,18143468099,18574275562,19750798890,20570373935,21573336736,22555352440,23191182133,23577111473,23763630169,24352299756,25025741779,25368492233,25870227923,26196346254,26526267009,27353185987,28057831450,28786015909,29633566771,30155820445
Latvia,LVA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11827916969,12106023590,12687008866,13167431918,13511999482,13631908899,14338086721,15122349961,16204322627,17618492733,19075772856,22221226638,24166044620,22829745374,19479878597,19518043212,20099429789,20600442343,21483385800,21795408282,22533250444,23268864925
"Macao SAR, China",MAC,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,1851859560,1961093231,2084979254,2261252669,2445416375,2705951908,3027981319,3225547559,3500450566,3802188105,4013716948,4275556640,4547482805,4719232691,4913792898,5015264041,5009208603,5270037709,5042221046,5115170570,5391255852,5617704259,6030018963,6441585713,6822701715,7573397111,7920424592,8327265641,8876059084,9729405349,10512781573,11999283751,12703186760,13069661017,13005703015
St. Martin (French part),MAF,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Final consumption expenditure (constant 2010 US$),8384541626,8574733926,9440918432,9835033371,9646779378,9711850186,10106210894,10868093846,12248942602,12444878813,12552895840,13124435491,13663437538,14070732336,15017004397,17237538176,19622034801,20793727226,21998843332,23418940713,22629433149,23046716548,24424366728,25399215111,26098573580,27485536128,30539158173,31085000592,33710771588,34456126656,35447498926,38751467630,38191407795,38005972059,41729549065,40614376370,44005441858,42636337545,44257018487,45533487701,46418634195,47388639781,48754887043,51147930524,53459232857,55317811852,58502056626,61224881607,65371772943,69212902158,71503944305,75079440702,78944012565,81647208734,84228472779,86170519730,88146736841
Monaco,MCO,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083816729,3382400179,3784955848,3731735173,3162171559,3702281051,3865181415,4240104008,4893080040,4990941624,5679691570,6134066910,6373295513,6736573352,6271749798,6729587527,7220847418,7285835047,7664698467,7871645339,7722084088,7953746601
Madagascar,MDG,Final consumption expenditure (constant 2010 US$),4222200559,4239898159,4396614255,4484941730,4594155872,4560846073,4646592641,4686316683,5063373863,5252625589,5576955196,5922049130,5777421982,5598097232,5422869174,5443652870,5200211160,5420163872,5336816021,5982169475,6069727007,5330178669,5341881199,5307396664,5253413014,5420630569,5386370551,5274155233,5287893161,5125232508,5520513109,5473901601,5338226494,5482870811,5484571754,5575420228,5624435756,5946813164,6175922750,6401577968,6670004844,6949498494,6841775810,7407996537,7935176747,7679253930,7695754513,7989579604,8369541060,8376690246,8494192684,8571246783,8802185147,8869515876,8894370644,9050334592,9257945421
Maldives,MDV,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Final consumption expenditure (constant 2010 US$),78618505161,81847739265,86240798516,92386946591,102510000000,142200000000,149751000000,159707000000,171002000000,181961000000,194725000000,204446000000,219919000000,235746000000,245819000000,259870000000,270537000000,277094000000,297188000000,323827000000,356898000000,384474000000,377132000000,360885000000,374316000000,385366000000,377612000000,376515000000,383056000000,408156000000,432654000000,453331000000,472815000000,549347000000,572452000000,531635000000,550145000000,579009000000,605766000000,631303000000,665396000000,673341000000,680075000000,685934000000,720907000000,751227000000,790408000000,813777000000,830497000000,786978000000,826873000000,863746000000,904616000000,922571000000,939617000000,960850000000,985433000000
Marshall Islands,MHL,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753501012,5402525148,4843645704,5140625280,5494390354,5395051489,5523748599,5632956984,5825448382,6042327507,6554505528,6439680112,6667708328,6702493153,7103329944,7537100765,7836498720,8380632763,8862448221,8628360549,8827029562,8466682103,8588809290,8772798702,8914524044,9219372974,9561156119
Mali,MLI,Final consumption expenditure (constant 2010 US$),,,,,,,,2060657885,2126422262,2129746827,2239121471,2294460678,2449430945,2414442760,2627406890,2813772807,3110063052,3130198081,3324077252,3596560877,3439992154,3614034302,3406551072,3521559755,3564404098,4118377538,3931106171,3655203393,3973325240,3896246367,3871585177,4451642852,4134819073,4351557183,4210636166,4281411270,4629607453,4582961098,5112930642,5427984170,5431820897,5830547905,5799889339,6179562021,6476136572,6860980715,7113359891,7538186728,8140410726,8564115207,9427756589,9787386666,9635586266,9943051726,10606170910,11261037830,11752030572
Malta,MLT,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728874172,5842781457,5836688742,6078675497,6167814570,6279205298,6486225166,6532980132,6706357616,6740662252,6756688742,6974785143,7055340563,7171358755,7440529076,7800122757,7950627713
Myanmar,MMR,Final consumption expenditure (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
