Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,CYP,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,85592100.86,94030899.73,102825251.6,126189484.2,164721437.1,294400829.2,305022315.2,320441800.2,326705895.4,321448753.7,341884261,436127796.6,615387819.7,712810539.5,729340236.7,969374263.8,1065071338,1315868188,1111899058,1236905357,1181500647,1263613551,1383922463,1633257919,1679935275,1513195099,1565482696,1769038462,2510758777,2861500000,3074120134,3427424413,3931699973,4683609199,4811197555,4727549669,5243536280,4689708339,4243228890,3724691522,3074414994,3011166177
Czech Republic,CZE,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8678076203,6261058442,6962414468,8317774030,9873428522,11821552374,12856711315,12308903232,12623229620,12868275806,11972613388,13137526061,17098134923,21683469815,24674783461,27737525775,30967002425,36052469486,44841052736,42580391334,42395193277,45951900391,41071536202,42206406724,40908346381,36167366228,37456387945
Germany,DEU,General government final consumption expenditure (current US$),,,,,,,,,,,34705944156,42914761278,52522743299,72488127113,87319770237,101631000000,104928000000,121006000000,150101000000,177887000000,196342000000,169686000000,162249000000,159076000000,148226000000,149231000000,211930000000,265747000000,283391000000,269614000000,334770000000,345322000000,404005000000,395300000000,420548000000,496196000000,485836000000,422317000000,421552000000,416179000000,363946000000,362102000000,391498000000,474935000000,520180000000,526049000000,539955000000,601889000000,670230000000,668529000000,653386000000,702978000000,667760000000,719943000000,744368000000,647362000000,681516000000
Djibouti,DJI,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142624675.8,145807192.2,192323923.5,,,173789253.9,148508054.8,153932849.8,135091519.9,157976828.8,163747671.9,154099965.7,167256542.6,183800451.3,197770663,192188880.3,214966154.8,212951761.5,,,,,,,,,
Dominica,DMA,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,7011111.111,9307407.407,15011111.11,16125925.93,16840740.74,17685185.19,19359259.26,22307407.41,22181481.48,22988888.89,25240740.74,27788888.89,32114814.81,34022222.22,37962962.96,38222222.22,41566666.67,43488888.89,45611111.11,47740740.74,53011111.11,56648148.15,58985185.19,62646259.26,60945703.7,56068370.37,51341851.85,52733185.19,57407407.41,61111111.11,68500000,66981481.48,84088888.89,82611148.15,87008333.33,89641740.74,98955111.11,106514925.9,115442592.6,118804261.9
Denmark,DNK,General government final consumption expenditure (current US$),844686021.1,1018846483,1207842266,1306744476,1505012334,1770966601,2041319961,2321134540,2499467947,2882413090,3579333333,4269016872,5211747946,6748491611,8078065268,9955274790,10740446650,11849347015,14766619519,17528796807,18683440089,16875649269,16728913638,16363477310,14853523357,15407685629,20726362625,26586114644,28542672510,27383382124,33050286010,33759399672,36949023376,36230046731,38110083954,44498072255,45229620432,41022938905,42706542502,43363005648,39190904480,40085427981,44424867316,54606918955,62677137754,64790975337,68468083675,77741242170,88696769385,89738849820,88116712526,91383192558,86601142602,89357754349,91209272215,77408473848,78075608621
Dominican Republic,DOM,General government final consumption expenditure (current US$),89500000,86800000,126100000,151800000,160100000,167700000,147700000,135700000,144700000,156100000,172000000,169100000,177700000,193600000,291500000,222100000,151900000,189300000,271100000,419600000,504000000,693000000,779000000,786000000,871000000,378108333.9,436697310.9,336688514.4,299173824.1,375378533.1,304168017.5,313021965.9,428966197.5,567016000,683412698.4,748775193.8,868047424.5,1281637345,1430799366,1553970329,1863569791,2103536897,2307414561,1520032915,1368071803,2278195790,2577075792,4053481330,4856238070,5178984239,5355226732,5389295486,5974141683,5810169998,6561075484,7412611806,7891622629
Algeria,DZA,General government final consumption expenditure (current US$),726272311.1,566846688.3,389707109.6,513704841,495990844.6,513694436,536028984.6,603032569.7,647701667,714705272.3,804043426.3,942728880.8,1180440095,1392552182,1556114571,2233612245,2436390581,3084564411,4059382940,5007882724,6436482163,6696325061,7316754497,7914300305,8608580648,9686144676,12101233900,12969071897,11885439964,10014456762,9968743112,6728739311,7689137406,8652816757,7604324299,7001237981,7404701353,7967837285,8573519956,8165408418,7442677963,8088572428,8790535038,10046149915,11751512178,11816632323,13144012338,15716051941,22583572594,22153114358,27770783276,41338868646,42476677481,40138242636,41759275651,34231040850,30796106803
Ecuador,ECU,General government final consumption expenditure (current US$),112008655.6,116675635.2,97229706.15,115217228.3,133690883.5,225184944.7,222321572.1,191061587.3,185851089.6,256317868.5,277472009,234453387.6,293978921.7,420577608.1,1058379345,1618928049,1835741981,2305917365,2358176415,2670200988,3270805894,3461992541,3454641017,2639342195,2739672289,2531547523,2391194243,2130988511,2124253282,1900391972,1874732672,1926260130,1798357179,2008252126,2488142071,2739829915,2743479740,3173669835,3104031016,2311763882,1713718859,2311996000,2807058000,3474828000,3982766000,4448665000,4961903000,5574209000,7306788000,8581275000,9181067000,10091166000,11726752000,13323278000,14442181000,14402697000,14025347000
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (current US$),,,,,,994757536,1030218001,1146837682,1405607477,1643099274,1898266767,2138995154,2350051706,2713997221,1867857885,2845243314,3316782522,2855639362,3050333535,3102857143,3590139028,4451351486,4561576355,4842840512,5525693077,5980525599,5930776146,5773762844,4883589154,5008260894,4867653611,4137587205,4363133030,4801920768,5338078292,6340312592,7016509434,8879056047,9592680047,10527867886,11184500220,11050626021,11059587294,10507080859,10056700947,11425145313,13207120361,14785746820,17727272727,21451367230,24435817430,27023770591,31228626241,32761455651,36204547085,39124930231,38443867731
Eritrea,ERI,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103855300.8,145854050.3,160422077.9,253828125,268629949.5,205419519.7,390151998.8,479095380.6,387068374,320882682.7,289224549,405544895.1,406035249.3,387019957.2,313931707.3,337858081.3,363829398.4,373413671.5,505565515.4,549641365.9,,,,,
Spain,ESP,General government final consumption expenditure (current US$),1085508819,1217888004,1399436514,1715255242,1872219089,2229642480,2683498049,3196103310,3071723602,3528833516,4043811029,4679147784,5865982915,7790579098,10032770695,12502175362,13944173340,15868364951,19949362630,27779827962,31651355303,29474527843,28826788732,25893474362,25659276030,27440319374,37654517880,49338179221,57653350664,65641782010,87137436337,97608977902,112278000000,96273847562,94186743013,108197000000,112451000000,100518000000,104458000000,106627000000,99606596646,103715000000,117223000000,152018000000,183532000000,200336000000,219457000000,261486000000,306901000000,307069000000,293645000000,305375000000,263700000000,267991000000,267966000000,231228000000,232633000000
Estonia,EST,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844938872.7,980889570.6,1131411015,1084108597,1045791479,1142950718,1235644272,1086748457,1141136783,1313758030,1737989837,2085879752,2347077354,2673226320,3558552696,4512108540,4142025007,3922059597,4310362348,4239592866,4735386338,5065997198,4553615918,4771940898
Ethiopia,ETH,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296964721,3595737827,4267123006,5143904127,5810686857,7049521801
Finland,FIN,General government final consumption expenditure (current US$),636735507,710927868.1,812159267.4,943727087.7,1071337965,1199278534,1347663137,1424650603,1377273850,1490830902,1625136325,1879199915,2230227129,2888592500,3743485269,4994449329,5709524234,6167478235,6560631336,7839186231,9517054511,9639019014,9761934131,9599701110,10040561931,11030314658,14682148722,18643311240,21429992893,23159207427,29583268543,30617556242,27361295461,20827521599,23179282869,29438997821,29337302615,27098843202,27632398754,27451523546,24863644739,25843400447,28883869753,36208803612,41847529178,43949757493,46348011542,53291814947,61501391534,60905807169,59201773195,64628707119,62549659809,66799955723,67279994738,56657785453,57365027527
Fiji,FJI,General government final consumption expenditure (current US$),13726230.95,15741090.54,15867019.27,17630021.41,18259665.03,19770809.72,21640664.32,23001367.65,22214588.34,25274473.92,30723374.99,35893838.42,45928259.82,53387056.16,67030784.51,82126779.41,95020608.22,111510791.4,135923476.6,172190977.6,191564792.2,202550901,218575718.6,227728613.6,226307038.6,218446601.9,223320681.4,205000402,160106271.4,204874266.8,233919238.3,242178774.7,275946773.1,302590478.7,298589577.2,317428713.6,337836528.2,351539793.6,288202134.1,308539805,290284694.2,289203197.8,297132927.9,385694693.5,426370455.9,482554701.4,564926062.8,575048127.7,530212712.6,,,432907651.1,468398234.5,672857608.3,726434589.1,703176803.7,
France,FRA,General government final consumption expenditure (current US$),10451582885,11525921810,13001060224,14743559745,16167864813,17210185792,18431649992,19863778087,22522518613,24100684594,25110428723,28658695395,35239271782,46327342369,51249318058,70354902861,73720295001,82416421503,103740000000,125131000000,147037000000,133419000000,129376000000,124708000000,119136000000,124415000000,171304000000,205873000000,219954000000,215579000000,267227000000,273339000000,310131000000,307842000000,321233000000,368662000000,374424000000,337807000000,337670000000,335535000000,302200000000,302975000000,337620000000,423628000000,485037000000,503998000000,525019000000,593010000000,655128000000,644532000000,630668000000,675802000000,639327000000,673993000000,684068000000,578734000000,586237000000
Faroe Islands,FRO,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276981852.9,292136120,272791379.5,293531023.2,339341583.6,428677687.2,499240540.1,524269999,546009926.7,645149340.4,761259396.7,737194234.3,728475349.3,777467734.8,727322881.4,774529663.4,,,
"Micronesia, Fed. Sts.",FSM,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,62100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,General government final consumption expenditure (current US$),13835136.51,17218768.45,18648867.35,21756790.45,24863802.45,25707891.88,29306593.21,36991732.97,41201351.64,44622150.99,63675109.44,71543628.35,76182124.13,112612059.8,142913680.6,263633220,318057513.3,508385539.5,327046769,366205753.4,566074648.2,550175545,568461489.9,583363456.7,650865457.1,681783332.8,877547846.8,805891962.2,758775731.1,593401489.3,797752811.3,771009145.8,866558767.6,670034180.5,502380473.4,582991951.9,640088874.6,575325689.5,693446481.6,549294290,484492250.7,802927813.5,874308919.4,1052566559,1163999040,1200755079,1358893580,1700918987,1927790939,1945338101,1936534279,2326726370,2409292745,2542956750,2699596662,2032112632,2114738465
United Kingdom,GBR,General government final consumption expenditure (current US$),12049404118,12998353715,13927416422,14865003311,15833842666,17396486047,18959139463,20666606770,19102400135,19957185879,22634968323,26151218058,30602013237,34320917197,40547970781,52931854204,50344261995,53360212629,66453803452,85114861076,117476000000,114778000000,108664000000,102219000000,95003652833,96968930185,119037000000,142335000000,166918000000,166163000000,198132000000,216677000000,229176000000,199035000000,209945000000,223914000000,230187000000,245860000000,258796000000,271353000000,271295000000,278052000000,316996000000,379092000000,461196000000,488767000000,525923000000,594524000000,582614000000,516436000000,522866000000,544707000000,548340000000,546563000000,589948000000,554337000000,496739000000
Georgia,GEO,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775350186.8,596026490.1,346277516.7,158329036.4,247124372.2,293802858.5,238267207.5,357009633.9,400488792.5,297723357.3,261070221.2,310483847.3,332418064.3,389725025.1,719452744.5,1111038824,1188503651,2225610296,3311155755,2633618976,2452447456,2627065935,2805365954,2692490261,2755624002,2498203587,2642159885
Ghana,GHA,General government final consumption expenditure (current US$),121863082,141473233.1,142873958.2,175090635.1,203105136.7,296953717.1,277343565.9,261381130.4,279452478,279452478,284355153,313257271.6,266381568.2,269014092.6,353416145.9,365957447.7,338559337.1,402571428.6,413787084.1,413532764.7,496265542.5,371162774.2,261577963.6,237808638.8,320303328.4,423335787.9,633875316.1,539673469.4,504605869.2,517026119.2,548372188.8,625559782.6,776567505.7,862086286.6,747175732.2,780567139.3,835229357.8,851464843.8,772347318.3,837036384.1,506854101.7,516734887.6,608787607.3,880260959.9,1081112285,1642816286,2307036478,2861890825,3207118915,3048254898,3331795947,6585064030,8760353046,9521747710,6941360976,7192953703,7546394308
Gibraltar,GIB,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,219983052.8,243414314.6,266587285.1,284294076.5,292103907.9,300003329.1,283791919.2,273312309.2,265874781.2,277672175.3,289120928.9,279492179.2,244217025.3,240830857.1,212196786.3,208224504.5,241623006.2,281898700.7,254760310.6,205236129.2,237837723.7,279652702.2,394615097.1,522485515.4,711885937.1,534785252.5,539306072.3,602992690.3,600118150.3,575912147.8,477481076.8
"Gambia, The",GMB,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,40383776.71,54418180.95,60262656.22,75246949.45,100542659,68923345.71,84021829.76,96676990.04,35966511.72,34245472.92,47890973.09,47522509.09,40969987.87,43590557.18,90304496.69,101162123.3,109772963.7,84744296.48,90908447.97,97005419.92,90530960.18,83947797.16,84226211.27,87899465.11,78136671.94,57377792.73,42640121.97,46756387.76,44144858.86,41474967.67,57875674.42,93977505.81,94225169.27,95542410.4,96276734.04,87340875.58,86489559.93,91128001.82,94647632.58,111925967.2
Guinea-Bissau,GNB,General government final consumption expenditure (current US$),,,,,,,,,,,15699075.37,17008642.86,19980071.43,21866949.15,24926644.74,24950519.2,27989656.38,21309635.09,25914409.22,26366565.96,30585589.65,44079242.42,48726909.65,41635434.41,21368892.83,25793746.88,17246190.73,18597222.76,15850134.57,23932889.08,25106424.36,27302197.69,20318831.76,16706666.88,16785419.18,16273306.01,17735656.14,18846286.14,19154107.99,24200131.57,68748723.46,57387667.91,59799821.58,78540066.14,75316988.11,85746569.32,86270002.05,105191930.7,102691951.2,127841489.7,128802670,144600343.2,123776200.1,120073026.9,144383240.6,115046865.2,102120004.4
Equatorial Guinea,GNQ,General government final consumption expenditure (current US$),,,959129.649,971363.946,1175380.193,8733333.333,9866666.667,11399938.38,10200000,14000000,14728571.43,14898731.81,16383750.06,20607621.01,22821432.91,28428588.85,29717650.93,30024222.64,,,42797323.51,25850672.7,20211440.92,13387218.85,12098289.38,10489777.93,14274698.18,14101575.32,20616197.78,14608165.37,18253112.78,18514570.89,24020464.56,33913674.33,15007871.87,25963901.92,42902385.95,57225241.04,80566281.18,63427837.23,68822837.92,67828389.78,132508736.3,134362824.1,184933979.7,224832553.9,733517425.6,1001085408,1314082259,1673248461,1904685661,2512827262,2593131687,3391895393,3095777838,2471509402,2464960856
Greece,GRC,General government final consumption expenditure (current US$),452227025.3,491875285.3,536557830.9,582048908.1,676374456,774448480.9,867965633.5,1033651543,1110631781,1244641935,1660411364,1814038636,2021623864,2473437284,3455832955,4237400638,4539789179,5582996300,6739656772,8522415823,8880241407,8991362239,9505344388,8894327012,8907143894,9220340489,10305779942,12225632109,12492009608,13771233529,17114345873,17338209385,18535996961,18061283888,18638682022,24354348728,25683058890,25314102209,25271345901,25628927552,23762444905,25488177271,29577558065,38282527540,46071902409,49606734486,55088509095,65356679578,73448291197,76919800361,66470717230,62700123025,53404363758,49025142613,47949281938,39195831355,38208328672
Grenada,GRD,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,9700000,15859259.26,15314814.81,17055555.56,17696296.3,17825925.93,18477777.78,22744444.44,25022222.22,26722222.22,34074074.07,34851851.85,47814814.81,47703703.7,50777777.78,47222222.22,45814814.81,46888888.89,45814814.81,48259259.26,50925925.93,55862962.96,55911111.11,60985185.19,65218518.52,66844444.44,68985185.19,80970370.37,90722222.22,91137037.04,100785185.2,123851851.9,120344444.4,124592592.6,123466666.7,130596296.3,138007407.4,137074074.1,127407407.4,126889331.9
Greenland,GRL,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759233116.3,861594698.8,866347612.9,946946256.8,1097874607,1229301112,1256990431,1212478441,1287350755,1225843763,1308957855,1324044543,1098411094,
Guatemala,GTM,General government final consumption expenditure (current US$),79900000,83100000,77200000,83400000,89600000,97900000,105000000,112600000,115300000,134500000,151400000,139300000,156700000,166600000,206600000,250300000,297300000,354500000,434600000,488000000,627000000,680000000,675000000,688000000,725900000,676000000,513196347,559840000,625877900.8,664062500,503700566.2,510051900,670811898,724615821.4,723588120.7,807511372.4,796330970.7,889024706.8,1101169947,1158029708,1350729213,1880932354,2007837399,2104242104,2099941962,2307007257,2530344290,2953531870,3527559888,3840960608,4330516152,4855627200,5214077819,5692139293,6370510721,6612678842,6718854195
Guam,GUM,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,General government final consumption expenditure (current US$),19483170.97,22166481.95,22516479.03,21349822.08,27183106.81,32000000,34764705.88,39176470.59,34950000,39550000,45450000,50850000,55666666.67,76047619.05,73727272.73,97041666.67,128040000,116000000,118400000,139200000,146000000,165714285.7,124333333.3,132666666.7,79210526.32,81860465.12,158837209.3,97142857.14,116300010,62536761.03,53999997.47,52012523.26,62577937.65,69009215.82,83790313.81,93283097.18,114371085.5,131379701,132294263.8,131836879.1,175830179.2,178616575.9,186815839.3,208122631.6,214123097.7,222008755.5,221211729.2,263809590.2,296798215.2,327585192.4,341457641.5,398034482.3,376162847.3,476138079.8,520767336.5,538876513.3,599840193.7
"Hong Kong SAR, China",HKG,General government final consumption expenditure (current US$),103275511.3,87419726.05,92431047.92,105423363.9,119714911.5,126003490.4,141908265.2,162157459.8,168444232.6,184127609.3,214991857.6,235199382.6,302407203.9,416788108.4,546943318.2,602407197.3,701149894,877091377.1,1043832867,1240530114,1622153896,2119048897,2337765037,2210400264,2272320287,2500898496,2866607717,3179154431,3651037663,4353901973,5259313461,6341491662,7949900525,8998009204,10242741059,11611210217,13007899875,14266026014,15241501298,15933612633,16081476538,17285479817,17692110426,17741177377,17508217771,16788088411,16972244394,17813084831,19008707043,19674398204,20255753488,21649152107,23891238203,25602372357,27626159064,29833200031,31960449612
Honduras,HND,General government final consumption expenditure (current US$),37150000,41050000,41650000,43900000,51050000,51100000,56950000,60100000,64400000,74250000,83000000,87500000,96500000,93000000,121000000,139000000,174000000,208500000,208500000,246500000,325000000,360500000,379000000,403500000,438000000,476500000,543500050,590499950,561373390.6,508620724.1,394212062.3,332725186.7,394878044.3,369085802.9,330606031.8,364442127.2,384797297.3,412319391.6,525627769.6,608083623.7,952474860.3,1111230377,1164360226,1214595944,1316772851,1501352788,1626671292,2038024712,2360085970,2727823616,2839429270,2845043979,3001956260,3095710113,3029133291,3025667373,3121262184
Croatia,HRV,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5584550719,5326206305,5158975993,5771341301,5499539294,4645553813,4467211461,5080726019,6369902640,7653521254,8315184064,9214673361,11379615643,13013735090,12713234848,12009484121,12520378993,11352218553,11595544953,11460100779,9588228847,9896492316
Haiti,HTI,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253835048.8,159774596,116772536.8,233136275.4,205702753.3,195594959,229106681.4,235802810.9,271648374.3,239423812.6,247470875.9,274258578,171031230.1,241438302.4,233128363.3,264793915.8,383682677.1,498241286.1,466898981.1,506154154.3,549844540,666818760.8,725073256.3,801208322.5,876390888.3,810494368.6
Hungary,HUN,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8646064444,9957102432,11107159018,10978109033,10599872571,10072507300,10025847319,10159695562,10361680451,9943153145,11271619181,14719108923,19560004226,22857553646,24970355617,25374138505,29031290810,33710579020,28772882703,28156096388,29079475765,25570135308,26592114263,27874860455,24385665828,25144327883
Indonesia,IDN,General government final consumption expenditure (current US$),,,,,,,,417828249.9,527857667.9,610429447.9,802739726,866758142.3,997590361.4,1725301205,2026506024,3020963855,3832530120,5005542169,6014930604,5992039313,7477312354,9161548548,10328838222,8883377596,8890871319,9808478841,8832880709,7157283313,7567064347,8868399648,9535763015,10657020933,12183386537,14257437868,14353349531,15825045992,17204969474,14763283406,5434199706,9246328959,10779164213,11053285490,14199987340,19085795197,21373626199,23182537666,31452113671,36074838967,42980542403,51741295845,68003138200,80891188808,84891845511,86851491925,83959519786,84007571678,88096750001
Isle of Man,IMN,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,General government final consumption expenditure (current US$),2458001084,2729570558,3310372427,4253927682,4584964924,5282609136,3938892904,4109250134,4500667222,5044371987,5637161210,6576928104,6732776767,7256859008,8679969452,9430155934,10140221238,11294110540,13081983519,15280280137,18153180196,18800623283,20609386977,22232346074,22176856446,25652787898,29028498446,33598254046,34740438617,34555053966,36563982631,30205235105,31753292020,31018477550,34474677122,38331100817,40970772505,46295677191,50653681714,56388157298,56488515059,57630987605,58807599923,66715237954,74477506711,85626870023,92511979152,120280000000,126285000000,153427000000,184413000000,202075000000,195262000000,191153000000,212392000000,217851000000,263720000000
Ireland,IRL,General government final consumption expenditure (current US$),254548495.5,273655836.4,298592504.3,324824599.8,388947515.7,422304383.5,444327164.1,470819427.3,463295369.2,540186087.4,717964090,866676696.1,1080018883,1305859734,1512394218,1967001916,1901682989,2139632917,2794063576,3693190039,4819302800,4586558119,4735180639,4476877655,4190778299,4400891230,6008846863,6697629799,6797967606,6558023552,8480368634,9058514894,10396028407,9637094081,10395257715,11931666667,12587287802,13334730778,13960205450,14748759749,14652047264,16757215839,20190969132,26338380361,31289575366,33955102102,37723962113,45665135916,51745110004,47607922756,41834976470,43905081726,40013758617,40619186538,42022625796,35602648746,37393147296
"Iran, Islamic Rep.",IRN,General government final consumption expenditure (current US$),441628884.5,463370613.9,482394627.1,547619816.5,672634761.7,890052059.4,1006913856,1152311673,1358858106,1629270869,1909195638,2565524103,3297948622,4678795521,9740058793,12344590771,14585955158,16398422909,18189908864,17862741723,19843191802,21558579206,23281068672,25387620380,24524297057,28658015875,31876441355,19230685841,18500499586,14436464796,13537713758,,,9071295624,10311776643,13741170715,14891714526,13206336896,14390152102,13452671230,14172524682,16331278175,15071353299,17534075473,21932937524,28009228287,34093504728,33888245901,42111811203,47672218523,54628025238,59457746326,58160790522,53404044476,45526107942,49947759666,
Iraq,IRQ,General government final consumption expenditure (current US$),,,,,,,,,,,772052646.3,910608203.7,1045058576,1404423902,2650863529,2854724009,3918388080,3638333898,4687097867,5575008466,8300711141,11670165933,14968844221,17611128980,16047282084,14254744291,16895464780,18249597941,20135091669,19266966870,19755548408,,,,,,,,,,,,,,9363460620,9975129280,10211451253,16636401781,21908919520,23519452735,26205763846,31623558034,36151464709,49276157804,42471355060,40059766992,40985871404
Iceland,ISL,General government final consumption expenditure (current US$),26760400.57,29530709.01,32532659.92,40040194.68,50050245.67,60232557.13,73754152.25,80183279.84,65469162.28,55139609.39,69875340.91,91892727.27,127682528.9,169959946.7,248075837.9,235718607.7,266578635.3,355219289,428360185.9,502432955.2,574099237.1,603682816.1,582840400,504908549,480427889.5,527486550.7,722037696.9,1043728706,1219242677,1096204806,1241164003,1368720805,1445057587,1298958533,1327208852,1513406613,1571215002,1573755047,1784414226,1954674965,2002925613,1823348518,2212472603,2801653000,3261966871,3936587930,4001296666,4878635548,4126056449,3194193713,3267139091,3625790019,3488113836,3758588170,4152273641,3961803494,4628439987
Israel,ISR,General government final consumption expenditure (current US$),312500000,385500000,339000000,401333333.3,431333333.3,728333333.3,861666666.7,1199666667,1364333333,1639666667,2242666667,1985000000,2310500000,4099000000,5518250000,5655000000,5033750000,5101000000,5307058824,6074800000,8764901961,9646754386,9388189300,9705960854,9955662005,8747985325,9168570977,12049416844,13883919570,13101649343,15744965480,17557368961,18617786589,18793682838,20801036299,26240494139,29352069430,30095668812,29914475935,29689349470,31833075810,32936490953,32117016337,32467007751,32872378402,33980881075,36328829840,40566685329,49111482720,46781018742,52672907194,58230345714,58117171088,66016118312,69511724755,66888442935,70465031505
Italy,ITA,General government final consumption expenditure (current US$),5744150760,6342257911,7341129272,8943565880,10104416831,11465813261,12213936946,13037783871,14210486852,15404536017,17042531908,20483236891,24710081341,28658249419,30964190235,36340241696,34561416376,40385621242,51224353867,64315964344,78957580601,76929820644,76632211167,81220385263,79383743553,82651954264,115089000000,150666000000,170255000000,175562000000,231476000000,245315000000,257745000000,206344000000,205395000000,204730000000,231941000000,220653000000,223672000000,220706000000,204177000000,214023000000,235058000000,297897000000,344491000000,362661000000,377486000000,417237000000,464528000000,450727000000,433945000000,446119000000,405307000000,418791000000,415680000000,345628000000,349538000000
Jamaica,JAM,General government final consumption expenditure (current US$),50070978.58,54622847.54,61450790.98,67140697.19,72830603.39,79658406.83,87638247.24,101077050.5,102484099.4,123124925,164766590.7,191042267.1,256807817.6,310505319.1,424705752.9,524804752,618303817,673633263.7,530602136.8,467475068,542382395.9,614685135.3,723026832.8,727771504,390965811.1,312740618.1,392584632.5,455173437.6,549812356.5,569247641.3,598649805.1,472324067.1,,552620462,494713133.1,640314008.5,871841626.8,1133058336,1294439291,1208420918,1275856546,1261636285,1427770911,1336216123,1308020867,1592288000,1653658166,1909189111,2216758091,1991061137,2126676585,2282981634,2410127672,2214464925,2017929499,1962811897,1948102901
Jordan,JOR,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,572590361.4,568478591,767015706.8,1122544123,1141993958,1381355932,1355744681,1303773065,1390377113,1347440446,1618571429,1733234860,1614480363,1076923077,1000301341,1089734175,1162989114,1238129600,1410619722,1585759132,1698307475,1851198872,1928067701,1955853315,2005077574,2056981664,2174330042,2363892807,2430324401,2458674189,3107616361,3525246827,4739467381,5210563380,5425610000,5721549014,5937504648,6227263099,6922392676,7012737746,7706776620
Japan,JPN,General government final consumption expenditure (current US$),5079403725,5879750110,6921779792,8201536944,9318847101,10658035940,12100237904,13510744474,15586881263,18059228319,23095008740,27907669263,37887781752,52370785449,63868764958,76463983384,84372223146,103548000000,143051000000,149431000000,158413000000,175085000000,164615000000,182961000000,191564000000,199163000000,294935000000,358391000000,422483000000,417771000000,426845000000,490280000000,550197000000,653027000000,737458000000,837082000000,746724000000,688678000000,643755000000,753743000000,823647000000,754613000000,745953000000,808815000000,871683000000,861548000000,813334000000,810292000000,924932000000,1027160000000,1111040000000,1243050000000,1256300000000,1039690000000,977500000000,870223000000,
Kazakhstan,KAZ,General government final consumption expenditure (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533228220,3253130107,2269967617,2767256749,2715905602,2744291632,2386487165,1947008952,2209084193,2971574087,2860187131,3471117549,5011849156,6425572697,8246893871,11590025474,13595689747,13448363929,16007389637,20179260378,23964769553,24073676848,23668607977,21449401362,16300109623
Kenya,KEN,General government final consumption expenditure (current US$),86715965.24,95381961.77,100701959.6,106287957.4,138319944.6,148119940.6,159879935.9,174159930.2,205799917.5,239679903.9,260679895.5,319759872.2,371559851.4,411658411.9,506530579.3,597287964.7,606658663.2,773268043.3,1035011418,1196739801,1438777659,1274164369,1185535131,1101467276,1076185273,1071194926,1326176667,1480082186,1537873793,1495649525,1598096133,1367112720,1287378014,832857194.6,1083296165,1342739035,1828629657,2037686568,2290269304,2031547275,1912701590,2074243506,2245371693,2702385577,2874637822,3256686269,3705187737,4675359787,5626198947,5632627469,5665251435,5878361641,6986168159,7790448301,8535386967,9114486571,9620788177
